ThesName;KeyName_de;KeyName_en;AbsolutePath
ÖFOS;203020 SchweiÖtechnik;203020 Welding engineering;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203021 StrÖmungsmaschinen;203021 Fluid-flow machinery;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203022 Technische Mechanik;203022 Technical mechanics;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203023 Thermische Turbomaschinen;203023 Thermal turbomachinery;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203024 Thermodynamik;203024 Thermodynamics;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203025 Tribologie;203025 Tribology;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203026 Umformtechnik;203026 Forming;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203027 Verbrennungskraftmaschinen;203027 Internal combustion engines;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203028 WÖrmetechnik;203028 Thermal engineering;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203029 Werkzeugbau;203029 Tool construction;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203030 Brennstoffzellentechnik;203030 Fuel cell technology;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203031 Konstruktionslehre;203031 Engineering design;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203032 Generative Fertigungsverfahren;203032 Additive manufacturing;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203033 Hydraulische Antriebstechnik;203033 Hydraulic drive technology;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203034 Kontinuumsmechanik;203034 Continuum mechanics;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;203035 Thermoprozesstechnik;203035 Thermal processing technology;2 - TECHNISCHE WISSENSCHAFTEN/203 Maschinenbau/2030 Maschinenbau
ÖFOS;204 Chemische Verfahrenstechnik;204 Chemische Verfahrenstechnik;2 - TECHNISCHE WISSENSCHAFTEN
ÖFOS;2040 Chemische Verfahrenstechnik;2040 Chemische Verfahrenstechnik;2 - TECHNISCHE WISSENSCHAFTEN/204 Chemische Verfahrenstechnik
ÖFOS;204001 Anorganisch-chemische Technologie;204001 Inorganic chemical technology;2 - TECHNISCHE WISSENSCHAFTEN/204 Chemische Verfahrenstechnik/2040 Chemische Verfahrenstechnik
ÖFOS;204002 Chemische Reaktionstechnik;204002 Chemical reaction engineering ;2 - TECHNISCHE WISSENSCHAFTEN/204 Chemische Verfahrenstechnik/2040 Chemische Verfahrenstechnik
ÖFOS;204003 Chemische Verfahrenstechnik;204003 Chemical process engineering;2 - TECHNISCHE WISSENSCHAFTEN/204 Chemische Verfahrenstechnik/2040 Chemische Verfahrenstechnik
ÖFOS;204004 Organisch-chemische Technologie;204004 Organic chemical technology ;2 - TECHNISCHE WISSENSCHAFTEN/204 Chemische Verfahrenstechnik/2040 Chemische Verfahrenstechnik
ÖFOS;204005 Raffinerietechnik;204005 Refining technology ;2 - TECHNISCHE WISSENSCHAFTEN/204 Chemische Verfahrenstechnik/2040 Chemische Verfahrenstechnik
ÖFOS;204006 Mechanische Verfahrenstechnik;204006 Mechanical process engineering;2 - TECHNISCHE WISSENSCHAFTEN/204 Chemische Verfahrenstechnik/2040 Chemische Verfahrenstechnik
ÖFOS;204007 Thermische Verfahrenstechnik;204007 Thermal process engineering;2 - TECHNISCHE WISSENSCHAFTEN/204 Chemische Verfahrenstechnik/2040 Chemische Verfahrenstechnik
ÖFOS;205 Werkstofftechnik;205 Werkstofftechnik;2 - TECHNISCHE WISSENSCHAFTEN
ÖFOS;2050 Werkstofftechnik;2050 Werkstofftechnik;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik
ÖFOS;205001 BaustoffprÖfung;205001 Building materials testing;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205002 Beschichtungstechnik;205002 Coating technology;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205003 Feuerfeste Materialien;205003 Refractories;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205004 Funktionsmaterialien;205004 Functional materials;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205005 GesteinshÖttenkunde;205005 Ceramics engineering;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205006 Holzforschung;205006 Wood research;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205007 Holzschutzmittel;205007 Wood preservatives;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205008 Holztechnologie;205008 Wood technology;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205009 Keramische Werkstoffe;205009 Ceramic materials;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205010 Korrosionsschutzmittel;205010 Anticorrosives;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205011 Kunststofftechnik;205011 Polymer engineering;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205012 Kunststoffverarbeitung;205012 Polymer processing;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205013 Schadensanalytik;205013 Failure analysis;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205014 Textiltechnik;205014 Textile technology;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205015 Verbundwerkstoffe;205015 Composites;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205016 WerkstoffprÖfung;205016 Materials testing;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205017 Werkstofftechnik;205017 Materials engineering;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;205018 Zellstoff- und Papiertechnik;205018 Pulp and paper technology;2 - TECHNISCHE WISSENSCHAFTEN/205 Werkstofftechnik/2050 Werkstofftechnik
ÖFOS;206 Medizintechnik;206 Medizintechnik;2 - TECHNISCHE WISSENSCHAFTEN
ÖFOS;2060 Medizintechnik;2060 Medizintechnik;2 - TECHNISCHE WISSENSCHAFTEN/206 Medizintechnik
ÖFOS;206001 Biomedizinische Technik;206001 Biomedical engineering;2 - TECHNISCHE WISSENSCHAFTEN/206 Medizintechnik/2060 Medizintechnik
ÖFOS;206002 Elektromedizinische Technik;206002 Electro-medical engineering;2 - TECHNISCHE WISSENSCHAFTEN/206 Medizintechnik/2060 Medizintechnik
ÖFOS;206003 Medizinische Physik;206003 Medical physics;2 - TECHNISCHE WISSENSCHAFTEN/206 Medizintechnik/2060 Medizintechnik
ÖFOS;206004 Medizintechnik;206004 Medical engineering;2 - TECHNISCHE WISSENSCHAFTEN/206 Medizintechnik/2060 Medizintechnik
ÖFOS;206005 Prothetik;206005 Prosthetics;2 - TECHNISCHE WISSENSCHAFTEN/206 Medizintechnik/2060 Medizintechnik
ÖFOS;207 Umweltingenieurwesen, Angewandte Geowissenschaften;207 Umweltingenieurwesen, Angewandte Geowissenschaften;2 - TECHNISCHE WISSENSCHAFTEN
ÖFOS;2071 Umwelttechnik;2071 Umwelttechnik;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften
ÖFOS;207101 Abfalltechnik;207101 Waste engineering;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207102 Abluftreinigung;207102 Exhaust air purification;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207103 Abwasserreinigung;207103 Wastewater treatment;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207104 Altlastensanierung;207104 Remediation of contaminated sites;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207105 Deponietechnik;207105 Landfill technology ;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207106 Erneuerbare Energie;207106 Renewable energy;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207107 Luftreinhaltung;207107 Air pollution control;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207108 Recycling;207108 Recycling;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207109 Schadstoffemission;207109 Pollutant emission;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207110 Technischer Umweltschutz;207110 Technical environmental protection;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207111 Umwelttechnik;207111 Environmental engineering;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207112 Wasseraufbereitung;207112 Water treatment;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207113 Wasserinfrastruktur;207113 Water infrastructure;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;207114 Wasserwirtschaft;207114 Water management;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2071 Umwelttechnik
ÖFOS;2072 Ingenieurgeologie, Geotechnik;2072 Ingenieurgeologie, Geotechnik;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften
ÖFOS;207201 Bodenmechanik;207201 Soil mechanics;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2072 Ingenieurgeologie, Geotechnik
ÖFOS;207202 Erdbau;207202 Earthworks;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2072 Ingenieurgeologie, Geotechnik
ÖFOS;207203 Felsmechanik;207203 Rock mechanics;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2072 Ingenieurgeologie, Geotechnik
ÖFOS;207204 Geotechnik;207204 Geotechnics;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2072 Ingenieurgeologie, Geotechnik
ÖFOS;207205 Grundbau;207205 Foundation engineering;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2072 Ingenieurgeologie, Geotechnik
ÖFOS;207206 Ingenieurgeologie;207206 Engineering geology;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2072 Ingenieurgeologie, Geotechnik
ÖFOS;207207 Tunnelbau;207207 Tunnelling;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2072 Ingenieurgeologie, Geotechnik
ÖFOS;2073 Bergbau, ErdÖlgewinnung;2073 Bergbau, ErdÖlgewinnung;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften
ÖFOS;207301 Aufbereitung mineralischer Rohstoffe;207301 Processing of mineral raw materials;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207302 Bergbaukunde;207302 Mining engineering;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207303 Bergschadenkunde;207303 Mining damage;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207304 Erdgasgewinnung;207304 Natural gas production;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207305 Erdgastechnik;207305 Natural gas engineering;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207306 ErdÖlgeologie ;207306 Petroleum geology;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207307 ErdÖlgewinnung;207307 Petroleum production;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207308 ErdÖltechnik;207308 Petroleum engineering;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207309 Geschichte des Bergbaus;207309 History of mining;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207310 Gewinnung mineralischer Rohstoffe;207310 Extraction of mineral raw materials;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207311 LagerstÖttenkunde;207311 Economic geology;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207312 Markscheidekunde;207312 Mine surveying;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207313 Tiefbohrtechnik;207313 Drilling engineering;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;207314 Untertagebau;207314 Underground mining;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2073 Bergbau, ErdÖlgewinnung
ÖFOS;2074 GeodÖsie, Vermessungswesen;2074 GeodÖsie, Vermessungswesen;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften
ÖFOS;207401 3D-Vermessung;207401 3D-surveying;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207402 Fernerkundung;207402 Remote sensing;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207403 GeodÖsie;207403 Geodesy;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207404 Geoinformatik;207404 Geoinformatics;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207405 IngenieurgeodÖsie;207405 Engineering geodesy;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207406 Kartographie;207406 Cartography;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207407 Katastervermessung;207407 Cadastral surveying;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207408 Landesvermessung;207408 Land surveying;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207409 Navigationssysteme;207409 Navigation systems;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207410 Photogrammetrie;207410 Photogrammetry;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207411 SatellitengeodÖsie;207411 Satellite geodesy;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207412 SatellitengestÖtzte Koordinatenmessung;207412 Satellite-based coordinate measuring;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;207413 Vermessungswesen;207413 Surveying;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2074 GeodÖsie, Vermessungswesen
ÖFOS;2079 Sonstiges Umweltingenieurwesen, Angewandte Geowissenschaften;2079 Sonstiges Umweltingenieurwesen, Angewandte Geowissenschaften;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften
ÖFOS;207901 Offshore-Technik;207901 Offshore technology;2 - TECHNISCHE WISSENSCHAFTEN/207 Umweltingenieurwesen, Angewandte Geowissenschaften/2079 Sonstiges Umweltingenieurwesen, Angewandte Geowissenschaften
ÖFOS;208 Umweltbiotechnologie;208 Umweltbiotechnologie;2 - TECHNISCHE WISSENSCHAFTEN
ÖFOS;2080 Umweltbiotechnologie;2080 Umweltbiotechnologie;2 - TECHNISCHE WISSENSCHAFTEN/208 Umweltbiotechnologie
ÖFOS;208001 Bioremediation;208001 Bioremediation;2 - TECHNISCHE WISSENSCHAFTEN/208 Umweltbiotechnologie/2080 Umweltbiotechnologie
ÖFOS;208002 Ethik in der Umweltbiotechnologie;208002 Environmental biotechnology related ethics;2 - TECHNISCHE WISSENSCHAFTEN/208 Umweltbiotechnologie/2080 Umweltbiotechnologie
ÖFOS;208003 Umweltbiotechnologie;208003 Environmental biotechnology;2 - TECHNISCHE WISSENSCHAFTEN/208 Umweltbiotechnologie/2080 Umweltbiotechnologie
ÖFOS;209 Industrielle Biotechnologie;209 Industrielle Biotechnologie;2 - TECHNISCHE WISSENSCHAFTEN
ÖFOS;2090 Industrielle Biotechnologie;2090 Industrielle Biotechnologie;2 - TECHNISCHE WISSENSCHAFTEN/209 Industrielle Biotechnologie
ÖFOS;209001 Biokatalyse;209001 Biocatalysis;2 - TECHNISCHE WISSENSCHAFTEN/209 Industrielle Biotechnologie/2090 Industrielle Biotechnologie
ÖFOS;209002 Bioprozesstechnik;209002 Bioprocess technology;2 - TECHNISCHE WISSENSCHAFTEN/209 Industrielle Biotechnologie/2090 Industrielle Biotechnologie
ÖFOS;209003 Biotreibstoffe;209003 Biofuels;2 - TECHNISCHE WISSENSCHAFTEN/209 Industrielle Biotechnologie/2090 Industrielle Biotechnologie
ÖFOS;209004 Enzymtechnologie;209004 Enzyme technology;2 - TECHNISCHE WISSENSCHAFTEN/209 Industrielle Biotechnologie/2090 Industrielle Biotechnologie
ÖFOS;209005 Fermentation;209005 Fermentation;2 - TECHNISCHE WISSENSCHAFTEN/209 Industrielle Biotechnologie/2090 Industrielle Biotechnologie
ÖFOS;209006 Industrielle Biotechnologie;209006 Industrial biotechnology;2 - TECHNISCHE WISSENSCHAFTEN/209 Industrielle Biotechnologie/2090 Industrielle Biotechnologie
ÖFOS;210 Nanotechnologie;210 Nanotechnologie;2 - TECHNISCHE WISSENSCHAFTEN
ÖFOS;2100 Nanotechnologie;2100 Nanotechnologie;2 - TECHNISCHE WISSENSCHAFTEN/210 Nanotechnologie
ÖFOS;210001 Nanoanalytik;210001 Nanoanalytics;2 - TECHNISCHE WISSENSCHAFTEN/210 Nanotechnologie/2100 Nanotechnologie
ÖFOS;210002 Nanobiotechnologie;210002 Nanobiotechnology;2 - TECHNISCHE WISSENSCHAFTEN/210 Nanotechnologie/2100 Nanotechnologie
ÖFOS;210003 Nanoelektronik;210003 Nanoelectronics;2 - TECHNISCHE WISSENSCHAFTEN/210 Nanotechnologie/2100 Nanotechnologie
ÖFOS;210004 Nanomaterialien;210004 Nanomaterials;2 - TECHNISCHE WISSENSCHAFTEN/210 Nanotechnologie/2100 Nanotechnologie
ÖFOS;210005 Nanophotonik;210005 Nanophotonics;2 - TECHNISCHE WISSENSCHAFTEN/210 Nanotechnologie/2100 Nanotechnologie
ÖFOS;210006 Nanotechnologie;210006 Nanotechnology;2 - TECHNISCHE WISSENSCHAFTEN/210 Nanotechnologie/2100 Nanotechnologie
ÖFOS;211 Andere Technische Wissenschaften;211 Andere Technische Wissenschaften;2 - TECHNISCHE WISSENSCHAFTEN
ÖFOS;2111 Metallurgie;2111 Metallurgie;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften
ÖFOS;211101 Eisen- und Stahlmetallurgie;211101 Iron and steel metallurgy;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2111 Metallurgie
ÖFOS;211102 GieÖereitechnik;211102 Casting technology;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2111 Metallurgie
ÖFOS;211103 Metallkunde;211103 Physical metallurgy;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2111 Metallurgie
ÖFOS;211104 Metallurgie;211104 Metallurgy;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2111 Metallurgie
ÖFOS;211105 Nichteisenmetallurgie;211105 Nonferrous metallurgy;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2111 Metallurgie
ÖFOS;211106 Leichtmetalle;211106 Light metals;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2111 Metallurgie
ÖFOS;2112 Lebensmitteltechnologie;2112 Lebensmitteltechnologie;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften
ÖFOS;211201 Getreidetechnologie;211201 Grain technology;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2112 Lebensmitteltechnologie
ÖFOS;211202 Lebensmitteltechnologie;211202 Food technology;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2112 Lebensmitteltechnologie
ÖFOS;211203 Lebensmittelverfahrenstechnik;211203 Food processing engineering;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2112 Lebensmitteltechnologie
ÖFOS;211204 Fleischtechnologie;211204 Meat technology;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2112 Lebensmitteltechnologie
ÖFOS;2119 Sonstige Technische Wissenschaften;2119 Sonstige Technische Wissenschaften;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften
ÖFOS;211901 Abfallvermeidung;211901 Waste prevention;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211902 Assistierende Technologien;211902 Assistive technologies;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211903 Betriebswissenschaften;211903 Science of management;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211904 Biomechanik;211904 Biomechanics;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211905 Bionik;211905 Bionics;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211906 Brandschutz;211906 Fire protection;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211907 Energieeinsparung;211907 Energy saving;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211908 Energieforschung;211908 Energy research;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211909 Energietechnik;211909 Energy technology;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211910 LÖrmschutz;211910 Noise protection;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211911 Nachhaltige Technologien;211911 Sustainable technologies;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211912 Produktgestaltung;211912 Product design;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211913 QualitÖtssicherung;211913 Quality assurance;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211914 Risikoforschung;211914 Risk research;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211915 Solartechnik;211915 Solar technology;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211916 Sprengtechnik;211916 Blasting engineering;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
ÖFOS;211917 TechnikfolgenabschÖtzung;211917 Technology assessment;2 - TECHNISCHE WISSENSCHAFTEN/211 Andere Technische Wissenschaften/2119 Sonstige Technische Wissenschaften
