ThesName;KeyName_de;KeyName_en;AbsolutePath
ÖFOS;303004 Bewegungswissenschaft;303004 Kinesiology;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303005 Biomechanik des Sports;303005 Sports biomechanics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303006 DiÖtologie;303006 Dietetics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303007 Epidemiologie;303007 Epidemiology;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303008 Ergonomie;303008 Ergonomics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303009 ErnÖhrungswissenschaften;303009 Nutritional sciences;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303010 GesundheitsÖkonomie;303010 Health economics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303011 Gesundheitspolitik;303011 Health policy;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303012 Gesundheitswissenschaften;303012 Health sciences;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303013 Hygiene;303013 Hygiene;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303014 Impfschutz;303014 Vaccine protection;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303015 Krankenhaushygiene;303015 Hospital hygiene;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303016 Krankenhausmanagement;303016 Hospital management;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303017 Lebensmittelhygiene;303017 Food hygiene;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303018 Lufthygiene;303018 Air hygiene;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303019 Medizinische Ethik;303019 Medical ethics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303020 Medizinische Mikrobiologie;303020 Medical microbiology;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303021 Medizinische Rehabilitation;303021 Medical rehabilitation;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303022 Palliativpflege;303022 Palliative care;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303023 Parasitologie;303023 Parasitology;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303024 Pflegewissenschaft;303024 Nursing science;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303025 PrÖventivmedizin;303025 Preventive medicine;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303026 Public Health;303026 Public health;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303027 Sozialmedizin;303027 Social medicine;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303028 Sportwissenschaft;303028 Sport science;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303029 Suchtforschung;303029 Addiction research;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303030 Trainingswissenschaft;303030 Training science;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303031 Tropenmedizin;303031 Tropical medicine;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303032 Umwelthygiene;303032 Environmental hygiene;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303033 Umweltmedizin;303033 Environmental medicine;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303034 Virologie;303034 Virology;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303035 Wasserhygiene;303035 Water hygiene;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;303036 Patientensicherheit;303036 Patient safety;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/303 Gesundheitswissenschaften/3030 Gesundheitswissenschaften
ÖFOS;304 Medizinische Biotechnologie;304 Medizinische Biotechnologie;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN
ÖFOS;3040 Medizinische Biotechnologie;3040 Medizinische Biotechnologie;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/304 Medizinische Biotechnologie
ÖFOS;304001 Ethik in der Medizinischen Biotechnologie;304001 Medical biotechnology related ethics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/304 Medizinische Biotechnologie/3040 Medizinische Biotechnologie
ÖFOS;304002 Genetische Diagnostik;304002 Genetic diagnostics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/304 Medizinische Biotechnologie/3040 Medizinische Biotechnologie
ÖFOS;304003 Gentechnik;304003 Genetic engineering;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/304 Medizinische Biotechnologie/3040 Medizinische Biotechnologie
ÖFOS;304004 Gentherapie;304004 Gene therapy;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/304 Medizinische Biotechnologie/3040 Medizinische Biotechnologie
ÖFOS;304005 Medizinische Biotechnologie;304005 Medical biotechnology;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/304 Medizinische Biotechnologie/3040 Medizinische Biotechnologie
ÖFOS;304006 Pharmakogenomik;304006 Pharmacogenomics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/304 Medizinische Biotechnologie/3040 Medizinische Biotechnologie
ÖFOS;304007 Tissue Engineering;304007 Tissue engineering;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/304 Medizinische Biotechnologie/3040 Medizinische Biotechnologie
ÖFOS;305 Andere Humanmedizin, Gesundheitswissenschaften;305 Andere Humanmedizin, Gesundheitswissenschaften;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN
ÖFOS;3051 Gerichtsmedizin;3051 Gerichtsmedizin;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften
ÖFOS;305101 Blutspurenanalyse;305101 Bloodstain pattern analysis;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3051 Gerichtsmedizin
ÖFOS;305102 DNA-Analyse (Gerichtsmedizin);305102 DNA analysis (Forensic medicine);3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3051 Gerichtsmedizin
ÖFOS;305103 Forensische Biologie;305103 Forensic biology;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3051 Gerichtsmedizin
ÖFOS;305104 Forensische Chemie;305104 Forensic chemistry;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3051 Gerichtsmedizin
ÖFOS;305105 Forensische Psychiatrie;305105 Forensic psychiatry;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3051 Gerichtsmedizin
ÖFOS;305106 Forensische Radiologie;305106 Forensic radiology;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3051 Gerichtsmedizin
ÖFOS;305107 Forensische Toxikologie;305107 Forensic toxicology;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3051 Gerichtsmedizin
ÖFOS;305108 Gerichtliche Humanmedizin;305108 Forensic human medicine;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3051 Gerichtsmedizin
ÖFOS;3059 Sonstige Humanmedizin, Gesundheitswissenschaften;3059 Sonstige Humanmedizin, Gesundheitswissenschaften;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften
ÖFOS;305901 ComputerunterstÖtzte Diagnose und Therapie;305901 Computer-aided diagnosis and therapy;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3059 Sonstige Humanmedizin, Gesundheitswissenschaften
ÖFOS;305902 Gender Medizin;305902 Gender medicine;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3059 Sonstige Humanmedizin, Gesundheitswissenschaften
ÖFOS;305903 Geschichte der Medizin;305903 History of medicine;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3059 Sonstige Humanmedizin, Gesundheitswissenschaften
ÖFOS;305904 Medizinische Dokumentation;305904 Medical documentation;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3059 Sonstige Humanmedizin, Gesundheitswissenschaften
ÖFOS;305905 Medizinische Informatik;305905 Medical informatics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3059 Sonstige Humanmedizin, Gesundheitswissenschaften
ÖFOS;305906 Medizinische Kybernetik;305906 Medical cybernetics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3059 Sonstige Humanmedizin, Gesundheitswissenschaften
ÖFOS;305907 Medizinische Statistik;305907 Medical statistics;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3059 Sonstige Humanmedizin, Gesundheitswissenschaften
ÖFOS;305908 Sportmedizin;305908 Sports medicine;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3059 Sonstige Humanmedizin, Gesundheitswissenschaften
ÖFOS;305909 Stressforschung;305909 Stress research;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3059 Sonstige Humanmedizin, Gesundheitswissenschaften
ÖFOS;305910 Verkehrsmedizin;305910 Traffic medicine;3 - HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN/305 Andere Humanmedizin, Gesundheitswissenschaften/3059 Sonstige Humanmedizin, Gesundheitswissenschaften
ÖFOS;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN;
ÖFOS;401 Land- und Forstwirtschaft, Fischerei;401 Land- und Forstwirtschaft, Fischerei;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN
ÖFOS;4011 Ackerbau, Gartenbau;4011 Ackerbau, Gartenbau;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei
ÖFOS;401101 Ackerbau;401101 Cultivation of land;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401102 BewÖsserungswirtschaft;401102 Irrigation management;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401103 Gartenbau;401103 Horticulture;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401104 GemÖsebau;401104 Vegetable growing;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401105 Getreidebau;401105 Grain cultivation ;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401106 Landschaftspflege;401106 Landscape conservation;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401107 Landtechnik;401107 Agricultural engineering;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401108 Obstbau;401108 Fruit growing;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401109 Ökologischer Landbau;401109 Organic farming;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401110 Pflanzenbau;401110 Plant cultivation;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401111 PflanzenernÖhrung;401111 Plant nutrition;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401112 Pflanzenschutz;401112 Plant protection;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401113 Pflanzenzucht;401113 Plant breeding;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401114 Saatzucht;401114 Seed breeding;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401115 Samenzucht;401115 Seed cultivation;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401116 Spezialkulturen;401116 Special crops;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401117 Weinbau;401117 Viticulture;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;401118 Zierpflanzenbau;401118 Cultivation of ornamental plants;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4011 Ackerbau, Gartenbau
ÖFOS;4012 Forst- und Holzwirtschaft;4012 Forst- und Holzwirtschaft;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei
ÖFOS;401201 Forstentomologie;401201 Forest entomology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4012 Forst- und Holzwirtschaft
ÖFOS;401202 Forstpathologie;401202 Forest pathology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4012 Forst- und Holzwirtschaft
ÖFOS;401203 Forstschutz;401203 Forest protection;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4012 Forst- und Holzwirtschaft
ÖFOS;401204 Forsttechnik;401204 Forest engineering;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4012 Forst- und Holzwirtschaft
ÖFOS;401205 Forstwirtschaft;401205 Forestry;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4012 Forst- und Holzwirtschaft
ÖFOS;401206 Holzwirtschaft;401206 Wood industry;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4012 Forst- und Holzwirtschaft
ÖFOS;401207 Waldbau;401207 Silviculture;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4012 Forst- und Holzwirtschaft
ÖFOS;401208 WaldÖkologie;401208 Forest ecology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4012 Forst- und Holzwirtschaft
ÖFOS;4019 Sonstige Land- und Forstwirtschaft, Fischerei;4019 Sonstige Land- und Forstwirtschaft, Fischerei;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei
ÖFOS;401901 Bodenerosion;401901 Soil erosion;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4019 Sonstige Land- und Forstwirtschaft, Fischerei
ÖFOS;401902 Bodenkunde;401902 Soil science;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4019 Sonstige Land- und Forstwirtschaft, Fischerei
ÖFOS;401903 Fischerei;401903 Fishery;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4019 Sonstige Land- und Forstwirtschaft, Fischerei
ÖFOS;401904 Geschichte der Land- und Forstwirtschaft;401904 History of agriculture and forestry;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4019 Sonstige Land- und Forstwirtschaft, Fischerei
ÖFOS;401905 Nachwachsende Rohstoffe;401905 Renewable resources;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/401 Land- und Forstwirtschaft, Fischerei/4019 Sonstige Land- und Forstwirtschaft, Fischerei
ÖFOS;402 Tierzucht, Tierproduktion;402 Tierzucht, Tierproduktion;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN
ÖFOS;4020 Tierzucht, Tierproduktion;4020 Tierzucht, Tierproduktion;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion
ÖFOS;402001 Bienenkunde;402001 Apiology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402002 Fischkunde;402002 Ichthyology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402003 Fleischhygiene;402003 Meat hygiene;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402004 Fleischproduktion;402004 Meat production;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402005 Futtermittelanalyse;402005 Feed analysis;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402006 Haustierzucht;402006 Pet breeding;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402007 Imkerei;402007 Apiculture;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402008 KÖnstliche Besamung;402008 Artificial insemination;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402009 Lebensmitteluntersuchung;402009 Food testing;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402010 Milchhygiene;402010 Milk hygiene;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402011 Milchproduktion;402011 Milk production;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402012 Nutztierethologie;402012 Livestock ethology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402013 TierernÖhrung;402013 Animal nutrition;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402014 Tierhaltung;402014 Animal husbandry;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402015 Tierproduktion;402015 Animal production;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402016 Tierschutz;402016 Animal welfare;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402017 Tierzucht;402017 Animal breeding;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;402018 Versuchstierkunde;402018 Laboratory animal science;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/402 Tierzucht, Tierproduktion/4020 Tierzucht, Tierproduktion
ÖFOS;403 VeterinÖrmedizin;403 VeterinÖrmedizin;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN
ÖFOS;4030 VeterinÖrmedizin;4030 VeterinÖrmedizin;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin
ÖFOS;403001 AnÖsthesiologie (VeterinÖrmedizin);403001 Veterinary anaesthesiology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403002 Anatomie (VeterinÖrmedizin);403002 Veterinary anatomy;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403003 Andrologie (VeterinÖrmedizin);403003 Veterinary andrology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403004 Augenheilkunde (VeterinÖrmedizin);403004 Veterinary ophthalmology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403005 Bakteriologie (VeterinÖrmedizin);403005 Veterinary bacteriology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403006 Bildgebende Diagnostik (VeterinÖrmedizin);403006 Veterinary diagnostic imaging;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403007 Chirurgie (VeterinÖrmedizin);403007 Veterinary surgery;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403008 Diagnostik (VeterinÖrmedizin);403008 Veterinary diagnostics;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403009 Embryologie (VeterinÖrmedizin);403009 Veterinary embryology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403010 Geburtshilfe (VeterinÖrmedizin);403010 Veterinary obstetrics;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403011 Gerichtliche VeterinÖrmedizin;403011 Forensic veterinary medicine;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403012 Geschichte der VeterinÖrmedizin;403012 History of veterinary medicine;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403013 GynÖkologie (VeterinÖrmedizin);403013 Veterinary gynaecology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
ÖFOS;403014 Histologie (VeterinÖrmedizin);403014 Veterinary histology;4 - AGRARWISSENSCHAFTEN, VETERINÖRMEDIZIN/403 VeterinÖrmedizin/4030 VeterinÖrmedizin
